age,del_18O,del_D,d-excess,Tsite,Tsource,Tsource-Tsite
145900,-59.04,-459.07,13.23,-6.49,-4.17,2.31
146100,-58.97,-458.65,13.12,-6.45,-4.22,2.23
146300,-59.10,-459.82,12.99,-6.73,-4.53,2.20
146500,-59.26,-460.54,13.50,-6.67,-4.16,2.51
146700,-59.24,-460.04,13.89,-6.42,-3.72,2.70
146900,-59.10,-458.74,14.03,-6.12,-3.40,2.72
147100,-59.01,-458.04,14.05,-5.98,-3.27,2.70
147300,-58.87,-456.82,14.15,-5.70,-3.00,2.70
147500,-58.68,-455.60,13.86,-5.58,-3.09,2.49
147700,-58.61,-455.47,13.43,-5.73,-3.48,2.25
147900,-58.55,-455.13,13.30,-5.71,-3.55,2.16
148100,-58.63,-455.59,13.49,-5.73,-3.45,2.27
148300,-58.74,-456.41,13.52,-5.87,-3.55,2.32
148500,-58.73,-456.42,13.44,-5.91,-3.64,2.27
148700,-58.74,-456.16,13.74,-5.74,-3.32,2.42
148900,-58.71,-455.78,13.89,-5.61,-3.14,2.48
149100,-58.51,-454.54,13.50,-5.53,-3.32,2.21
149300,-58.39,-453.91,13.20,-5.53,-3.51,2.01
149500,-58.25,-453.15,12.83,-5.52,-3.74,1.78
149700,-58.17,-452.88,12.52,-5.59,-4.00,1.60
149900,-58.18,-452.95,12.50,-5.61,-4.02,1.59
150100,-58.31,-453.67,12.77,-5.65,-3.87,1.77
150300,-58.37,-454.08,12.89,-5.68,-3.82,1.86
150500,-58.50,-454.62,13.35,-5.60,-3.46,2.14
150700,-58.58,-455.27,13.37,-5.72,-3.54,2.17
150900,-58.64,-455.96,13.17,-5.93,-3.84,2.09
151100,-58.62,-455.96,13.02,-5.99,-3.98,2.01
151300,-58.56,-455.63,12.86,-5.99,-4.08,1.91
151500,-58.56,-455.94,12.58,-6.16,-4.39,1.76
151700,-58.56,-456.01,12.49,-6.21,-4.49,1.71
151900,-58.67,-457.29,12.08,-6.61,-5.07,1.54
152100,-58.76,-458.03,12.02,-6.78,-5.24,1.54
152300,-58.82,-458.34,12.25,-6.75,-5.07,1.68
152500,-58.94,-458.91,12.61,-6.72,-4.83,1.89
152700,-59.09,-459.82,12.89,-6.78,-4.70,2.08
152900,-59.14,-459.72,13.40,-6.56,-4.20,2.36
153100,-59.20,-460.39,13.21,-6.76,-4.48,2.29
153300,-59.24,-461.03,12.91,-7.01,-4.86,2.15
153500,-59.24,-461.36,12.55,-7.21,-5.23,1.97
153700,-59.23,-461.62,12.26,-7.37,-5.54,1.83
153900,-59.25,-461.87,12.15,-7.46,-5.67,1.79
154100,-59.31,-462.04,12.48,-7.36,-5.38,1.98
154300,-59.42,-462.84,12.52,-7.50,-5.45,2.04
154500,-59.57,-463.87,12.66,-7.64,-5.47,2.17
154700,-59.72,-464.63,13.12,-7.60,-5.15,2.46
154900,-59.79,-464.94,13.38,-7.56,-4.95,2.61
155100,-59.81,-464.99,13.51,-7.52,-4.83,2.69
155300,-59.75,-464.40,13.62,-7.36,-4.64,2.72
155500,-59.74,-464.28,13.63,-7.34,-4.61,2.73
155700,-59.80,-464.89,13.48,-7.51,-4.85,2.67
155900,-59.72,-464.64,13.11,-7.61,-5.16,2.45
156100,-59.66,-464.45,12.79,-7.70,-5.42,2.27
156300,-59.65,-464.48,12.69,-7.74,-5.53,2.22
156500,-59.59,-464.14,12.58,-7.72,-5.57,2.15
156700,-59.47,-463.27,12.51,-7.58,-5.50,2.08
156900,-59.54,-463.70,12.64,-7.61,-5.44,2.17
157100,-59.61,-464.12,12.73,-7.65,-5.41,2.24
157300,-59.55,-463.42,12.99,-7.42,-5.07,2.35
157500,-59.56,-463.23,13.23,-7.29,-4.81,2.48
157700,-59.61,-463.45,13.40,-7.26,-4.69,2.57
157900,-59.48,-462.56,13.26,-7.15,-4.70,2.45
158100,-59.37,-461.82,13.12,-7.06,-4.73,2.34
158300,-59.51,-463.11,12.98,-7.37,-5.06,2.31
158500,-59.52,-463.43,12.76,-7.52,-5.33,2.19
158700,-59.41,-462.86,12.45,-7.53,-5.54,1.99
158900,-59.20,-460.56,13.07,-6.85,-4.61,2.23
159100,-58.96,-458.33,13.33,-6.32,-4.04,2.28
159300,-58.57,-455.54,13.05,-5.89,-3.88,2.01
159500,-58.38,-453.95,13.07,-5.58,-3.63,1.95
159700,-58.20,-452.47,13.15,-5.27,-3.34,1.93
159900,-58.32,-453.74,12.83,-5.64,-3.84,1.80
160100,-58.66,-456.08,13.22,-5.94,-3.83,2.10
160300,-58.82,-457.05,13.53,-6.00,-3.70,2.30
160500,-58.77,-456.78,13.38,-6.01,-3.81,2.20
160700,-58.83,-457.33,13.35,-6.13,-3.93,2.20
160900,-58.93,-457.86,13.54,-6.16,-3.84,2.32
161100,-58.83,-457.21,13.45,-6.07,-3.82,2.25
161300,-58.88,-457.68,13.35,-6.20,-3.99,2.20
161500,-59.09,-459.09,13.65,-6.36,-3.94,2.42
161700,-59.27,-460.21,13.91,-6.47,-3.87,2.60
161900,-59.27,-460.40,13.75,-6.57,-4.06,2.51
162100,-59.15,-459.76,13.43,-6.57,-4.27,2.31
162300,-59.03,-458.67,13.60,-6.30,-3.95,2.35
162500,-58.78,-456.53,13.70,-5.85,-3.54,2.32
162700,-58.39,-453.75,13.39,-5.44,-3.41,2.03
162900,-58.12,-451.94,13.01,-5.24,-3.50,1.74
163100,-58.12,-452.14,12.79,-5.37,-3.75,1.61
163300,-58.15,-452.45,12.73,-5.45,-3.86,1.59
163500,-58.22,-453.17,12.57,-5.66,-4.14,1.51
163700,-58.35,-454.09,12.68,-5.80,-4.20,1.60
163900,-58.33,-453.97,12.70,-5.76,-4.17,1.59
164100,-58.25,-453.53,12.48,-5.77,-4.33,1.44
164300,-58.31,-454.37,12.07,-6.09,-4.86,1.23
164500,-58.39,-455.22,11.90,-6.33,-5.18,1.15
164700,-58.54,-456.40,11.95,-6.54,-5.33,1.21
164900,-58.87,-458.64,12.32,-6.83,-5.34,1.49
165100,-59.15,-460.25,12.97,-6.89,-4.99,1.90
165300,-59.24,-460.63,13.32,-6.83,-4.73,2.10
165500,-59.35,-461.35,13.43,-6.93,-4.76,2.17
165700,-59.45,-462.25,13.34,-7.14,-4.99,2.15
165900,-59.41,-462.13,13.14,-7.20,-5.18,2.01
166100,-59.29,-461.46,12.84,-7.19,-5.38,1.81
166300,-59.16,-460.40,12.85,-6.98,-5.22,1.76
166500,-58.98,-458.97,12.85,-6.71,-5.02,1.69
166700,-58.81,-457.62,12.89,-6.44,-4.79,1.64
166900,-58.76,-457.06,13.00,-6.29,-4.62,1.67
167100,-58.71,-456.55,13.15,-6.13,-4.42,1.72
167300,-58.70,-456.33,13.26,-6.05,-4.29,1.76
167500,-58.61,-455.57,13.33,-5.88,-4.11,1.77
167700,-58.44,-454.27,13.27,-5.65,-3.98,1.67
167900,-58.26,-453.04,13.04,-5.50,-4.00,1.50
168100,-58.14,-452.16,12.95,-5.37,-3.96,1.41
168300,-58.10,-451.77,13.05,-5.25,-3.80,1.45
168500,-58.01,-451.08,12.96,-5.16,-3.78,1.37
168700,-57.94,-450.69,12.84,-5.13,-3.84,1.29
168900,-57.95,-450.84,12.80,-5.17,-3.90,1.27
169100,-58.02,-451.41,12.73,-5.31,-4.05,1.26
169300,-58.08,-452.12,12.55,-5.52,-4.33,1.19
169500,-58.18,-452.80,12.61,-5.63,-4.38,1.24
169700,-58.22,-453.05,12.75,-5.62,-4.30,1.32
169900,-58.19,-452.66,12.83,-5.52,-4.17,1.35
170100,-58.00,-451.49,12.49,-5.43,-4.31,1.11
170300,-57.77,-450.05,12.08,-5.31,-4.48,0.83
170500,-57.72,-450.01,11.75,-5.43,-4.79,0.64
170700,-57.73,-450.37,11.47,-5.61,-5.12,0.49
170900,-57.92,-451.82,11.51,-5.88,-5.31,0.57
171100,-58.16,-453.43,11.87,-6.04,-5.22,0.83
171300,-58.34,-454.30,12.43,-6.00,-4.83,1.17
171500,-58.46,-454.79,12.89,-5.91,-4.48,1.43
171700,-58.56,-455.26,13.22,-5.87,-4.25,1.63
171900,-58.48,-454.50,13.33,-5.68,-4.03,1.65
172100,-58.29,-453.03,13.31,-5.41,-3.83,1.58
172300,-58.19,-452.44,13.08,-5.39,-3.97,1.42
172500,-58.11,-452.02,12.84,-5.40,-4.14,1.26
172700,-57.96,-451.29,12.39,-5.44,-4.46,0.98
172900,-57.79,-450.29,11.99,-5.40,-4.68,0.72
173100,-57.66,-449.52,11.76,-5.34,-4.79,0.56
173300,-57.54,-448.83,11.49,-5.32,-4.94,0.38
173500,-57.40,-447.99,11.22,-5.26,-5.06,0.20
173700,-57.46,-448.13,11.58,-5.15,-4.75,0.40
173900,-57.60,-448.87,11.95,-5.14,-4.51,0.64
174100,-57.81,-450.24,12.27,-5.28,-4.42,0.87
174300,-58.15,-452.51,12.72,-5.55,-4.34,1.20
174500,-58.49,-454.70,13.19,-5.79,-4.23,1.55
174700,-58.67,-456.17,13.22,-6.06,-4.42,1.64
174900,-58.86,-457.81,13.09,-6.42,-4.79,1.63
175100,-58.90,-458.14,13.03,-6.51,-4.88,1.62
175300,-58.73,-456.92,12.93,-6.31,-4.78,1.53
175500,-58.65,-456.39,12.82,-6.25,-4.79,1.46
175700,-58.58,-455.88,12.80,-6.16,-4.72,1.43
175900,-58.42,-454.65,12.73,-5.94,-4.58,1.36
176100,-58.43,-454.80,12.68,-5.99,-4.64,1.35
176300,-58.53,-455.54,12.73,-6.11,-4.69,1.42
176500,-58.55,-455.59,12.80,-6.09,-4.63,1.47
176700,-58.55,-455.30,13.09,-5.92,-4.29,1.63
176900,-58.63,-455.47,13.55,-5.77,-3.87,1.89
177100,-58.64,-455.21,13.89,-5.58,-3.51,2.08
177300,-58.60,-454.72,14.11,-5.40,-3.22,2.19
177500,-58.51,-453.60,14.48,-5.04,-2.69,2.35
177700,-58.40,-452.60,14.63,-4.78,-2.38,2.40
177900,-58.25,-451.40,14.64,-4.55,-2.19,2.36
178100,-58.13,-450.44,14.62,-4.37,-2.05,2.32
178300,-58.18,-450.80,14.67,-4.42,-2.06,2.37
178500,-58.32,-451.98,14.55,-4.69,-2.34,2.36
178700,-58.19,-451.36,14.19,-4.71,-2.57,2.14
178900,-58.12,-450.94,13.99,-4.71,-2.68,2.02
179100,-58.12,-451.14,13.84,-4.80,-2.85,1.96
179300,-57.99,-450.26,13.63,-4.71,-2.90,1.82
179500,-57.79,-449.00,13.28,-4.61,-3.03,1.58
179700,-57.83,-449.47,13.17,-4.74,-3.20,1.54
179900,-57.83,-449.41,13.22,-4.71,-3.13,1.58
180100,-57.75,-448.78,13.25,-4.57,-3.00,1.57
180300,-57.95,-449.94,13.68,-4.63,-2.78,1.85
180500,-58.35,-452.38,14.46,-4.79,-2.41,2.38
180700,-58.76,-454.94,15.11,-5.03,-2.19,2.84
180900,-59.18,-458.11,15.36,-5.54,-2.43,3.11
181100,-59.58,-461.07,15.61,-6.02,-2.65,3.37
181300,-59.57,-461.15,15.38,-6.12,-2.87,3.25
181500,-59.39,-460.16,14.93,-6.10,-3.13,2.97
181700,-59.29,-459.70,14.58,-6.15,-3.38,2.77
181900,-59.28,-459.86,14.40,-6.25,-3.56,2.69
182100,-59.29,-460.09,14.20,-6.37,-3.78,2.59
182300,-59.26,-460.36,13.76,-6.59,-4.22,2.37
182500,-59.24,-460.62,13.32,-6.81,-4.66,2.15
182700,-59.22,-460.59,13.14,-6.88,-4.82,2.06
182900,-59.11,-459.87,13.00,-6.79,-4.82,1.97
183100,-59.07,-459.54,13.02,-6.72,-4.75,1.97
183300,-59.33,-460.91,13.70,-6.71,-4.31,2.40
183500,-59.58,-462.28,14.38,-6.71,-3.89,2.83
183700,-59.71,-462.84,14.83,-6.64,-3.54,3.10
183900,-59.82,-463.28,15.27,-6.55,-3.19,3.36
184100,-59.99,-464.10,15.80,-6.50,-2.81,3.69
184300,-60.09,-464.56,16.13,-6.47,-2.58,3.89
184500,-60.18,-465.02,16.45,-6.43,-2.34,4.08
184700,-60.09,-464.10,16.62,-6.18,-2.04,4.14
184900,-59.94,-462.76,16.75,-5.88,-1.72,4.16
185100,-59.71,-461.11,16.59,-5.62,-1.62,4.00
185300,-59.47,-459.63,16.14,-5.51,-1.83,3.69
185500,-59.23,-458.16,15.68,-5.41,-2.05,3.36
185700,-59.25,-458.67,15.30,-5.66,-2.49,3.17
185900,-59.34,-459.72,14.97,-6.00,-2.98,3.01
186100,-59.39,-460.32,14.81,-6.18,-3.25,2.93
186300,-59.38,-460.13,14.92,-6.11,-3.15,2.96
186500,-59.42,-460.26,15.09,-6.07,-3.04,3.03
186700,-59.56,-461.01,15.46,-6.07,-2.84,3.24
186900,-59.68,-461.58,15.88,-6.03,-2.56,3.46
187100,-59.80,-462.13,16.25,-5.99,-2.33,3.67
187300,-59.84,-462.32,16.37,-5.99,-2.27,3.72
187500,-59.65,-461.08,16.13,-5.85,-2.34,3.51
187700,-59.39,-459.23,15.87,-5.60,-2.34,3.26
187900,-59.18,-457.72,15.70,-5.38,-2.30,3.08
188100,-58.88,-455.58,15.49,-5.05,-2.20,2.85
188300,-58.63,-453.61,15.43,-4.70,-1.99,2.71
188500,-58.61,-453.11,15.78,-4.48,-1.63,2.85
188700,-58.61,-452.75,16.10,-4.29,-1.30,2.98
188900,-58.48,-451.57,16.26,-4.01,-1.02,2.99
189100,-58.36,-450.48,16.40,-3.74,-0.75,2.99
189300,-58.07,-447.99,16.54,-3.22,-0.28,2.93
189500,-57.71,-445.13,16.57,-2.66,0.14,2.80
189700,-57.63,-444.49,16.52,-2.56,0.14,2.70
189900,-57.83,-446.13,16.49,-2.90,-0.19,2.71
190100,-58.12,-448.46,16.47,-3.36,-0.61,2.75
190300,-58.37,-450.61,16.33,-3.84,-1.12,2.72
190500,-58.60,-452.62,16.18,-4.30,-1.62,2.68
190700,-58.74,-453.74,16.16,-4.53,-1.85,2.68
190900,-58.67,-453.25,16.09,-4.47,-1.88,2.59
191100,-58.47,-452.12,15.64,-4.43,-2.16,2.27
191300,-58.51,-452.52,15.53,-4.56,-2.36,2.20
191500,-58.54,-452.76,15.60,-4.59,-2.38,2.21
191700,-58.49,-452.40,15.55,-4.54,-2.40,2.14
191900,-58.57,-452.94,15.59,-4.64,-2.49,2.15
192100,-58.67,-453.63,15.69,-4.74,-2.52,2.21
192300,-58.74,-454.46,15.42,-5.01,-2.93,2.08
192500,-58.81,-455.22,15.30,-5.21,-3.19,2.02
192700,-58.77,-454.97,15.18,-5.21,-3.28,1.93
192900,-58.47,-452.45,15.28,-4.68,-2.81,1.88
193100,-58.24,-450.20,15.70,-4.08,-2.06,2.02
193300,-58.06,-448.29,16.19,-3.52,-1.31,2.21
193500,-57.90,-446.61,16.60,-3.03,-0.66,2.37
193700,-57.75,-444.86,17.15,-2.48,0.12,2.60
193900,-57.74,-444.77,17.14,-2.46,0.12,2.59
194100,-57.75,-445.08,16.93,-2.60,-0.12,2.48
194300,-57.89,-446.30,16.82,-2.88,-0.42,2.47
194500,-58.01,-447.57,16.48,-3.27,-0.94,2.32
194700,-58.08,-448.62,15.99,-3.66,-1.58,2.09
194900,-58.16,-449.41,15.89,-3.86,-1.80,2.05
195100,-58.28,-450.13,16.09,-3.92,-1.73,2.19
195300,-58.23,-449.57,16.30,-3.73,-1.45,2.28
195500,-58.15,-448.74,16.47,-3.50,-1.16,2.34
195700,-57.88,-446.64,16.43,-3.11,-0.87,2.24
195900,-57.64,-444.79,16.36,-2.77,-0.65,2.13
196100,-57.51,-443.77,16.32,-2.59,-0.53,2.06
196300,-57.25,-441.88,16.09,-2.32,-0.46,1.86
196500,-56.93,-439.63,15.78,-2.00,-0.40,1.60
196700,-56.87,-439.31,15.66,-1.98,-0.47,1.52
196900,-56.87,-439.46,15.48,-2.08,-0.67,1.42
197100,-56.58,-437.56,15.07,-1.87,-0.76,1.12
197300,-56.36,-436.06,14.80,-1.69,-0.78,0.90
197500,-56.24,-435.27,14.68,-1.58,-0.77,0.81
197700,-56.15,-433.89,15.30,-1.07,0.02,1.09
197900,-55.96,-431.87,15.81,-0.47,0.83,1.30
198100,-55.94,-431.72,15.84,-0.44,0.87,1.31
198300,-55.90,-431.30,15.92,-0.32,1.02,1.34
198500,-55.92,-431.46,15.89,-0.37,0.95,1.32
198700,-55.92,-432.23,15.12,-0.82,0.10,0.92
198900,-55.72,-431.21,14.52,-0.85,-0.30,0.55
199100,-55.44,-428.99,14.50,-0.43,0.04,0.46
199300,-55.40,-428.69,14.53,-0.36,0.11,0.46
199500,-55.11,-426.46,14.45,0.05,0.38,0.34
199700,-54.71,-423.34,14.34,0.61,0.77,0.16
199900,-54.71,-423.51,14.18,0.52,0.59,0.07
200100,-54.80,-424.35,14.01,0.29,0.30,0.01
200300,-54.79,-424.44,13.90,0.23,0.18,-0.05
200500,-54.91,-425.38,13.90,0.04,0.03,-0.01
200700,-55.12,-426.96,13.97,-0.24,-0.15,0.09
200900,-55.44,-429.37,14.12,-0.65,-0.39,0.26
201100,-55.70,-431.33,14.27,-0.97,-0.55,0.42
201300,-55.80,-431.99,14.41,-1.05,-0.52,0.53
201500,-56.10,-434.26,14.53,-1.44,-0.76,0.68
201700,-56.41,-436.63,14.63,-1.87,-1.04,0.83
201900,-56.42,-436.54,14.83,-1.77,-0.83,0.94
202100,-56.47,-436.67,15.07,-1.70,-0.62,1.08
202300,-56.64,-437.99,15.10,-1.94,-0.79,1.16
202500,-56.66,-438.13,15.13,-1.96,-0.78,1.18
202700,-56.62,-437.86,15.06,-1.94,-0.80,1.14
202900,-56.59,-437.88,14.82,-2.03,-1.02,1.01
203100,-56.76,-439.45,14.66,-2.40,-1.41,0.99
203300,-56.95,-441.00,14.61,-2.72,-1.70,1.02
203500,-57.18,-442.93,14.54,-3.12,-2.07,1.05
203700,-57.46,-445.07,14.64,-3.51,-2.32,1.19
203900,-57.72,-446.96,14.80,-3.81,-2.46,1.35
204100,-57.77,-447.31,14.82,-3.87,-2.50,1.37
204300,-57.76,-447.36,14.68,-3.94,-2.63,1.30
204500,-57.72,-447.10,14.64,-3.90,-2.62,1.27
204700,-57.73,-447.21,14.66,-3.91,-2.62,1.29
204900,-57.82,-447.82,14.71,-4.01,-2.67,1.34
205100,-57.71,-446.95,14.76,-3.82,-2.49,1.34
205300,-57.61,-445.94,14.97,-3.54,-2.13,1.41
205500,-57.57,-445.35,15.24,-3.32,-1.79,1.54
205700,-57.58,-445.18,15.48,-3.20,-1.54,1.66
205900,-57.51,-444.48,15.59,-3.01,-1.32,1.70
206100,-57.53,-444.85,15.42,-3.15,-1.54,1.61
206300,-57.61,-445.62,15.23,-3.38,-1.85,1.53
206500,-57.54,-445.31,15.03,-3.40,-1.99,1.41
206700,-57.31,-443.69,14.78,-3.18,-1.98,1.20
206900,-57.08,-442.13,14.54,-2.97,-1.97,1.01
207100,-56.97,-441.15,14.60,-2.76,-1.76,1.00
207300,-57.00,-441.44,14.57,-2.83,-1.84,0.99
207500,-57.09,-442.26,14.45,-3.04,-2.09,0.95
207700,-56.99,-441.74,14.21,-3.03,-2.23,0.80
207900,-56.89,-441.16,13.97,-3.01,-2.37,0.64
208100,-56.74,-440.04,13.92,-2.81,-2.25,0.56
208300,-56.45,-437.63,14.00,-2.31,-1.80,0.51
208500,-56.29,-436.32,14.03,-2.04,-1.56,0.48
208700,-56.44,-437.47,14.09,-2.24,-1.69,0.55
208900,-56.60,-438.59,14.19,-2.43,-1.78,0.64
209100,-56.78,-439.98,14.27,-2.67,-1.93,0.74
209300,-56.97,-441.40,14.33,-2.92,-2.10,0.82
209500,-56.94,-441.11,14.44,-2.82,-1.95,0.87
209700,-56.80,-439.77,14.60,-2.49,-1.59,0.90
209900,-56.71,-439.07,14.64,-2.35,-1.45,0.89
210100,-56.63,-438.56,14.47,-2.31,-1.53,0.78
210300,-56.54,-437.92,14.37,-2.23,-1.53,0.70
210500,-56.55,-438.07,14.32,-2.28,-1.60,0.67
210700,-56.56,-438.18,14.28,-2.31,-1.65,0.66
210900,-56.45,-437.30,14.33,-2.12,-1.48,0.65
211100,-56.33,-436.28,14.36,-1.91,-1.29,0.63
211300,-56.08,-434.51,14.16,-1.64,-1.19,0.45
211500,-55.86,-432.89,13.96,-1.41,-1.13,0.28
211700,-55.71,-431.88,13.77,-1.28,-1.15,0.14
211900,-55.61,-431.33,13.58,-1.25,-1.24,0.01
212100,-55.64,-431.74,13.35,-1.42,-1.52,-0.10
212300,-55.79,-433.02,13.29,-1.69,-1.78,-0.09
212500,-55.84,-433.63,13.13,-1.87,-2.02,-0.15
212700,-55.81,-433.50,12.98,-1.91,-2.15,-0.24
212900,-55.56,-431.47,13.03,-1.49,-1.78,-0.29
213100,-55.21,-428.55,13.13,-0.89,-1.23,-0.34
213300,-55.05,-427.16,13.25,-0.57,-0.89,-0.33
213500,-55.00,-426.51,13.47,-0.35,-0.58,-0.23
213700,-55.08,-427.04,13.59,-0.41,-0.55,-0.14
213900,-55.40,-429.75,13.46,-0.99,-1.10,-0.11
214100,-55.49,-430.41,13.47,-1.11,-1.19,-0.08
214300,-55.38,-429.54,13.47,-0.94,-1.05,-0.11
214500,-55.17,-427.95,13.38,-0.67,-0.89,-0.22
214700,-54.86,-425.54,13.34,-0.21,-0.55,-0.33
214900,-54.60,-423.36,13.41,0.24,-0.13,-0.37
215100,-54.70,-424.14,13.42,0.09,-0.24,-0.33
215300,-54.78,-424.95,13.27,-0.12,-0.50,-0.38
215500,-54.93,-426.26,13.18,-0.41,-0.79,-0.38
215700,-55.11,-427.77,13.12,-0.73,-1.07,-0.34
215900,-55.20,-428.58,13.04,-0.92,-1.27,-0.35
216100,-55.17,-428.47,12.87,-0.96,-1.40,-0.44
216300,-55.10,-427.99,12.81,-0.89,-1.36,-0.48
216500,-55.10,-427.88,12.89,-0.84,-1.27,-0.43
216700,-55.16,-428.23,13.05,-0.84,-1.16,-0.32
216900,-55.16,-428.10,13.15,-0.77,-1.02,-0.25
217100,-54.92,-426.22,13.13,-0.41,-0.72,-0.31
217300,-54.74,-424.75,13.17,-0.10,-0.43,-0.33
