age,del_18O,del_D,d-excess,Tsite,Tsource,Tsource-Tsite
289100,-56.43,-437.42,14.01,-2.19,-1.25,0.94
289300,-56.43,-437.21,14.25,-2.05,-0.98,1.08
289500,-56.39,-436.53,14.59,-1.78,-0.53,1.25
289700,-56.33,-436.18,14.48,-1.76,-0.57,1.19
289900,-56.23,-435.44,14.42,-1.64,-0.50,1.14
290100,-56.13,-434.83,14.23,-1.59,-0.57,1.02
290300,-56.19,-435.57,13.94,-1.85,-0.95,0.89
290500,-56.39,-437.84,13.31,-2.53,-1.90,0.64
290700,-56.60,-439.70,13.13,-2.97,-2.35,0.62
290900,-56.75,-441.04,12.95,-3.29,-2.72,0.58
291100,-56.83,-441.75,12.92,-3.44,-2.84,0.60
291300,-56.90,-442.17,13.06,-3.46,-2.76,0.71
291500,-56.84,-441.53,13.22,-3.28,-2.49,0.78
291700,-56.87,-441.26,13.70,-3.04,-1.99,1.05
291900,-57.00,-441.54,14.44,-2.80,-1.32,1.47
292100,-57.17,-442.80,14.53,-3.00,-1.42,1.58
292300,-57.28,-443.78,14.43,-3.23,-1.66,1.57
292500,-57.42,-444.92,14.43,-3.45,-1.83,1.62
292700,-57.52,-445.88,14.30,-3.69,-2.10,1.59
292900,-57.60,-446.98,13.83,-4.08,-2.70,1.38
293100,-57.66,-447.43,13.82,-4.18,-2.78,1.39
293300,-57.75,-448.13,13.88,-4.29,-2.83,1.46
293500,-57.90,-449.13,14.04,-4.42,-2.83,1.59
293700,-57.88,-449.16,13.87,-4.49,-3.00,1.49
293900,-57.76,-448.44,13.66,-4.43,-3.08,1.35
294100,-57.75,-448.41,13.59,-4.46,-3.15,1.31
294300,-57.75,-448.36,13.61,-4.44,-3.12,1.32
294500,-57.82,-449.01,13.53,-4.59,-3.29,1.30
294700,-57.98,-450.24,13.59,-4.81,-3.42,1.39
294900,-58.12,-451.20,13.77,-4.92,-3.39,1.53
295100,-58.07,-450.68,13.92,-4.76,-3.17,1.59
295300,-57.96,-449.76,13.91,-4.59,-3.03,1.55
295500,-57.82,-448.38,14.17,-4.22,-2.58,1.64
295700,-57.72,-447.29,14.49,-3.89,-2.12,1.77
295900,-57.71,-447.00,14.70,-3.75,-1.87,1.87
296100,-57.77,-447.39,14.78,-3.79,-1.87,1.93
296300,-57.90,-448.30,14.90,-3.92,-1.89,2.03
296500,-58.04,-449.42,14.93,-4.13,-2.04,2.09
296700,-58.14,-450.43,14.72,-4.41,-2.40,2.00
296900,-57.95,-450.75,12.85,-5.20,-4.21,0.99
297100,-58.21,-451.88,13.81,-5.04,-3.49,1.56
297300,-57.74,-448.18,13.77,-4.34,-2.96,1.39
297500,-57.75,-448.50,13.49,-4.52,-3.28,1.24
297700,-58.02,-450.95,13.20,-5.10,-3.93,1.17
297900,-58.05,-451.22,13.18,-5.17,-4.00,1.16
298100,-58.41,-452.98,14.31,-5.06,-3.21,1.85
298300,-58.57,-454.41,14.13,-5.42,-3.62,1.80
298500,-58.58,-454.18,14.46,-5.24,-3.27,1.97
298700,-58.46,-453.02,14.68,-4.93,-2.89,2.04
298900,-58.24,-451.82,14.11,-4.92,-3.24,1.68
299100,-58.38,-452.73,14.31,-5.02,-3.21,1.82
299300,-58.24,-451.17,14.74,-4.55,-2.56,1.99
299500,-58.23,-450.80,15.03,-4.37,-2.24,2.13
299700,-58.37,-451.91,15.01,-4.59,-2.43,2.16
299900,-58.52,-453.48,14.72,-5.01,-2.96,2.05
300100,-58.30,-451.84,14.56,-4.76,-2.86,1.89
300300,-57.88,-448.46,14.61,-4.08,-2.30,1.78
300500,-57.95,-448.63,15.00,-3.96,-1.96,2.00
300700,-57.97,-449.24,14.52,-4.27,-2.53,1.75
300900,-57.86,-448.94,13.92,-4.45,-3.05,1.40
301100,-57.70,-447.89,13.70,-4.33,-3.10,1.23
301300,-57.68,-447.50,13.91,-4.18,-2.85,1.32
301500,-58.11,-450.77,14.11,-4.74,-3.18,1.56
301700,-58.27,-452.11,14.06,-5.02,-3.44,1.57
301900,-58.80,-455.72,14.71,-5.46,-3.39,2.07
302100,-58.78,-455.75,14.52,-5.55,-3.58,1.96
302300,-58.57,-454.19,14.37,-5.30,-3.48,1.82
302500,-58.58,-453.64,15.01,-4.95,-2.80,2.14
302700,-58.62,-453.44,15.50,-4.71,-2.31,2.40
302900,-58.36,-451.44,15.44,-4.35,-2.07,2.29
303100,-58.56,-452.96,15.53,-4.61,-2.22,2.39
303300,-58.29,-450.63,15.68,-4.10,-1.73,2.37
303500,-58.19,-450.13,15.39,-4.12,-1.93,2.19
303700,-57.81,-447.19,15.28,-3.60,-1.59,2.00
303900,-57.51,-444.88,15.19,-3.18,-1.32,1.86
304100,-57.60,-445.74,15.06,-3.40,-1.59,1.81
304300,-57.68,-446.17,15.29,-3.40,-1.46,1.94
304500,-57.64,-446.00,15.15,-3.42,-1.57,1.85
304700,-58.47,-452.34,15.42,-4.55,-2.33,2.22
304900,-57.45,-444.15,15.42,-2.96,-1.06,1.90
305100,-57.80,-447.61,14.79,-3.88,-2.22,1.67
305300,-57.59,-445.42,15.30,-3.26,-1.41,1.85
305500,-56.84,-439.60,15.09,-2.21,-0.71,1.50
305700,-56.62,-438.22,14.76,-2.08,-0.82,1.25
305900,-57.52,-445.24,14.88,-3.40,-1.83,1.57
306100,-58.24,-450.85,15.09,-4.41,-2.54,1.88
306300,-58.24,-450.98,14.95,-4.50,-2.70,1.79
306500,-58.02,-449.61,14.57,-4.38,-2.86,1.52
306700,-58.16,-450.42,14.86,-4.43,-2.73,1.70
306900,-57.78,-447.39,14.88,-3.83,-2.25,1.58
307100,-57.93,-448.76,14.70,-4.17,-2.66,1.52
307300,-57.94,-448.79,14.75,-4.16,-2.63,1.53
307500,-58.66,-454.20,15.05,-5.10,-3.22,1.88
307700,-59.16,-457.81,15.50,-5.63,-3.38,2.25
307900,-58.75,-454.43,15.59,-4.94,-2.78,2.16
308100,-58.17,-450.09,15.29,-4.21,-2.39,1.82
308300,-57.96,-447.98,15.68,-3.65,-1.71,1.94
308500,-58.16,-449.11,16.17,-3.68,-1.44,2.24
308700,-57.78,-446.52,15.71,-3.36,-1.48,1.88
308900,-57.56,-444.61,15.86,-2.93,-1.06,1.87
309100,-57.59,-444.87,15.86,-2.98,-1.11,1.88
309300,-57.61,-445.50,15.36,-3.30,-1.69,1.61
309500,-57.94,-448.64,14.85,-4.12,-2.68,1.44
309700,-58.51,-453.23,14.81,-5.03,-3.45,1.59
309900,-58.30,-451.46,14.94,-4.64,-3.05,1.59
310100,-57.76,-446.84,15.20,-3.63,-2.08,1.55
310300,-57.58,-445.40,15.24,-3.34,-1.82,1.52
310500,-57.71,-446.17,15.54,-3.37,-1.66,1.71
310700,-57.76,-447.09,14.99,-3.77,-2.33,1.44
310900,-57.91,-447.50,15.82,-3.52,-1.61,1.91
311100,-57.47,-444.67,15.05,-3.27,-1.90,1.37
311300,-57.04,-441.36,14.99,-2.65,-1.43,1.21
311500,-57.38,-443.50,15.56,-2.84,-1.23,1.61
311700,-57.54,-445.05,15.24,-3.27,-1.79,1.49
311900,-57.01,-441.00,15.09,-2.54,-1.29,1.25
312100,-57.15,-442.15,15.06,-2.78,-1.51,1.27
312300,-57.21,-442.63,15.04,-2.88,-1.61,1.27
312500,-57.44,-444.09,15.46,-3.00,-1.44,1.56
312700,-57.33,-443.19,15.45,-2.83,-1.31,1.52
312900,-56.69,-438.68,14.80,-2.20,-1.21,0.99
313100,-56.44,-436.89,14.61,-1.93,-1.12,0.81
313300,-56.80,-439.31,15.12,-2.20,-1.02,1.18
313500,-56.62,-437.65,15.31,-1.80,-0.58,1.22
313700,-56.70,-438.97,14.60,-2.34,-1.46,0.88
313900,-56.26,-435.39,14.69,-1.60,-0.81,0.80
314100,-56.73,-438.40,15.47,-1.89,-0.55,1.33
314300,-56.74,-438.55,15.41,-1.94,-0.64,1.30
314500,-56.66,-438.02,15.27,-1.89,-0.69,1.20
314700,-56.76,-438.77,15.30,-2.03,-0.78,1.25
314900,-57.03,-440.83,15.44,-2.38,-0.98,1.40
315100,-57.28,-442.40,15.81,-2.54,-0.88,1.66
315300,-55.99,-433.08,14.80,-1.11,-0.36,0.75
315500,-55.92,-431.64,15.71,-0.47,0.72,1.19
315700,-56.64,-437.73,15.42,-1.78,-0.53,1.25
315900,-56.79,-438.77,15.55,-1.93,-0.58,1.35
316100,-57.02,-440.35,15.81,-2.14,-0.59,1.55
316300,-56.02,-432.96,15.17,-0.95,-0.03,0.92
316500,-55.93,-432.19,15.26,-0.77,0.16,0.93
316700,-56.33,-434.78,15.87,-1.03,0.33,1.36
316900,-55.92,-431.71,15.65,-0.52,0.60,1.12
317100,-56.77,-438.73,15.43,-1.98,-0.73,1.25
317300,-57.23,-442.09,15.75,-2.51,-0.96,1.55
317500,-57.12,-441.39,15.56,-2.45,-1.04,1.41
317700,-57.18,-442.13,15.32,-2.69,-1.39,1.30
317900,-57.35,-443.52,15.26,-2.99,-1.68,1.31
318100,-57.41,-443.84,15.40,-3.00,-1.61,1.39
318300,-57.74,-446.45,15.47,-3.48,-1.97,1.51
318500,-57.72,-446.04,15.69,-3.32,-1.71,1.60
318700,-57.73,-445.98,15.87,-3.24,-1.56,1.69
318900,-57.69,-445.60,15.96,-3.13,-1.42,1.71
319100,-57.52,-444.24,15.92,-2.88,-1.26,1.63
319300,-57.94,-447.18,16.32,-3.30,-1.36,1.95
319500,-58.20,-449.04,16.53,-3.59,-1.46,2.13
319700,-58.41,-450.67,16.61,-3.88,-1.65,2.22
319900,-58.57,-452.64,15.92,-4.53,-2.62,1.91
320100,-58.15,-449.50,15.73,-3.99,-2.31,1.69
320300,-58.19,-449.56,15.99,-3.90,-2.08,1.83
320500,-58.99,-454.77,17.15,-4.47,-1.82,2.65
320700,-58.49,-451.50,16.45,-4.11,-1.96,2.14
320900,-58.40,-450.55,16.63,-3.85,-1.65,2.20
321100,-58.39,-450.09,17.06,-3.59,-1.17,2.42
321300,-57.80,-446.41,15.99,-3.29,-1.61,1.69
321500,-58.33,-450.23,16.45,-3.86,-1.79,2.08
321700,-58.17,-448.79,16.54,-3.54,-1.47,2.07
321900,-57.54,-443.97,16.35,-2.67,-0.89,1.79
322100,-57.31,-442.29,16.19,-2.41,-0.78,1.63
322300,-57.64,-445.08,16.03,-3.02,-1.38,1.64
322500,-57.55,-444.12,16.24,-2.75,-1.03,1.72
322700,-57.77,-445.81,16.38,-3.03,-1.17,1.86
322900,-58.45,-451.23,16.37,-4.09,-2.05,2.05
323100,-57.69,-445.42,16.10,-3.06,-1.38,1.68
323300,-57.36,-442.80,16.06,-2.56,-1.00,1.56
323500,-57.27,-442.01,16.17,-2.37,-0.78,1.59
323700,-57.28,-442.08,16.15,-2.39,-0.82,1.57
323900,-57.14,-441.49,15.63,-2.48,-1.22,1.26
324100,-57.07,-440.72,15.85,-2.24,-0.89,1.35
324300,-56.98,-440.30,15.53,-2.28,-1.12,1.16
324500,-57.05,-440.74,15.63,-2.33,-1.10,1.23
324700,-57.10,-441.15,15.69,-2.39,-1.11,1.28
324900,-57.01,-440.57,15.51,-2.35,-1.19,1.16
325100,-56.74,-438.50,15.42,-1.97,-0.94,1.03
325300,-56.16,-433.84,15.46,-1.05,-0.16,0.88
325500,-56.41,-435.13,16.16,-1.02,0.29,1.32
325700,-56.35,-434.93,15.86,-1.10,0.04,1.14
325900,-56.23,-434.16,15.71,-1.01,0.02,1.03
326100,-56.20,-433.42,16.16,-0.69,0.56,1.25
326300,-56.01,-432.38,15.74,-0.65,0.33,0.98
326500,-56.49,-436.24,15.68,-1.43,-0.34,1.09
326700,-56.11,-433.48,15.43,-0.99,-0.13,0.85
326900,-56.25,-434.81,15.23,-1.32,-0.53,0.79
327100,-55.91,-432.00,15.30,-0.75,-0.02,0.73
327300,-55.74,-430.22,15.68,-0.25,0.62,0.87
327500,-55.74,-430.31,15.63,-0.29,0.56,0.85
327700,-55.62,-430.03,14.97,-0.49,-0.02,0.47
327900,-55.50,-429.47,14.53,-0.55,-0.34,0.21
328100,-55.53,-429.70,14.56,-0.58,-0.34,0.24
328300,-55.15,-426.82,14.35,-0.10,-0.09,0.02
328500,-55.80,-431.17,15.23,-0.61,0.06,0.67
328700,-55.64,-429.56,15.52,-0.18,0.59,0.77
328900,-55.49,-429.06,14.85,-0.34,0.04,0.39
329100,-55.30,-427.81,14.55,-0.22,-0.04,0.18
329300,-54.85,-424.50,14.28,0.33,0.25,-0.08
329500,-54.87,-424.45,14.49,0.42,0.46,0.04
329700,-54.54,-422.42,13.92,0.60,0.25,-0.34
329900,-54.31,-420.74,13.71,0.84,0.33,-0.51
330100,-54.60,-422.87,13.90,0.50,0.18,-0.32
330300,-54.72,-423.74,14.00,0.37,0.14,-0.23
330500,-54.39,-420.84,14.27,1.05,0.87,-0.18
330700,-54.36,-420.63,14.28,1.09,0.91,-0.18
330900,-54.37,-421.11,13.83,0.82,0.42,-0.40
331100,-54.64,-423.26,13.87,0.42,0.12,-0.29
331300,-54.54,-422.42,13.89,0.59,0.29,-0.30
331500,-54.34,-420.87,13.82,0.87,0.48,-0.39
331700,-54.29,-420.08,14.22,1.18,0.99,-0.19
331900,-54.20,-419.91,13.73,1.03,0.57,-0.46
332100,-54.30,-420.45,13.95,1.01,0.70,-0.30
332300,-54.42,-421.31,14.08,0.89,0.70,-0.19
332500,-54.33,-421.25,13.40,0.64,0.10,-0.54
332700,-53.80,-416.74,13.70,1.64,1.11,-0.53
332900,-54.37,-420.95,13.97,0.93,0.72,-0.20
333100,-53.67,-415.06,14.27,2.20,1.97,-0.23
333300,-53.62,-415.20,13.79,1.99,1.52,-0.47
333500,-53.90,-417.27,13.95,1.65,1.38,-0.27
333700,-53.82,-417.35,13.21,1.35,0.70,-0.65
333900,-54.11,-419.41,13.48,1.06,0.67,-0.39
334100,-54.12,-419.38,13.57,1.10,0.79,-0.31
334300,-53.66,-415.55,13.75,1.92,1.61,-0.31
334500,-53.10,-411.56,13.21,2.49,1.76,-0.73
334700,-52.79,-409.40,12.89,2.79,1.85,-0.95
334900,-52.66,-408.27,13.04,3.08,2.21,-0.87
335100,-52.38,-406.37,12.65,3.30,2.18,-1.12
335300,-51.53,-399.73,12.54,4.55,3.16,-1.39
335500,-51.88,-403.37,11.65,3.50,1.81,-1.70
335700,-51.37,-399.16,11.76,4.37,2.61,-1.76
335900,-50.86,-395.47,11.40,4.94,2.89,-2.06
336100,-50.47,-392.30,11.44,5.58,3.47,-2.11
336300,-51.23,-398.34,11.51,4.44,2.64,-1.80
336500,-51.39,-399.16,11.96,4.46,2.98,-1.48
336700,-50.88,-395.69,11.35,4.90,2.99,-1.91
336900,-50.90,-396.10,11.06,4.71,2.70,-2.01
337100,-51.28,-399.45,10.81,3.96,1.98,-1.98
337300,-51.39,-399.33,11.80,4.38,2.97,-1.41
337500,-51.89,-403.49,11.60,3.50,2.17,-1.33
337700,-52.15,-405.63,11.60,3.09,1.87,-1.22
337900,-52.44,-407.81,11.70,2.71,1.66,-1.04
338100,-52.51,-408.34,11.71,2.61,1.62,-0.99
338300,-53.01,-412.14,11.93,1.97,1.27,-0.70
338500,-53.87,-419.16,11.76,0.55,0.06,-0.49
338700,-54.16,-421.32,11.99,0.23,-0.02,-0.24
338900,-54.70,-425.63,12.00,-0.60,-0.63,-0.03
339100,-54.71,-425.38,12.29,-0.43,-0.27,0.15
339300,-54.88,-426.63,12.43,-0.61,-0.29,0.31
339500,-55.17,-428.97,12.42,-1.06,-0.62,0.44
339700,-55.11,-428.45,12.47,-0.93,-0.46,0.48
339900,-55.05,-428.95,11.45,-1.42,-1.45,-0.02
340100,-55.52,-431.93,12.25,-1.68,-1.11,0.57
340300,-55.67,-432.92,12.46,-1.78,-1.03,0.75
340500,-55.57,-432.39,12.17,-1.79,-1.19,0.59
340700,-55.89,-434.75,12.36,-2.16,-1.34,0.82
340900,-55.99,-435.68,12.25,-2.38,-1.57,0.81
341100,-56.02,-436.35,11.81,-2.68,-2.07,0.61
341300,-56.35,-438.99,11.80,-3.19,-2.47,0.72
341500,-56.45,-439.71,11.91,-3.28,-2.47,0.82
341700,-56.42,-438.93,12.43,-2.93,-1.84,1.08
341900,-56.57,-440.41,12.18,-3.31,-2.30,1.01
342100,-57.31,-446.16,12.33,-4.36,-3.03,1.33
342300,-57.41,-446.89,12.36,-4.48,-3.11,1.38
342500,-57.47,-447.58,12.14,-4.70,-3.42,1.28
342700,-57.71,-449.39,12.30,-4.99,-3.55,1.44
342900,-58.15,-452.63,12.55,-5.51,-3.80,1.71
343100,-58.73,-457.77,12.03,-6.71,-5.08,1.62
343300,-58.62,-457.02,11.94,-6.60,-5.05,1.54
343500,-58.83,-458.29,12.33,-6.69,-4.89,1.80
343700,-59.28,-462.31,11.89,-7.63,-5.91,1.72
343900,-59.57,-464.36,12.19,-7.91,-5.95,1.96
344100,-59.75,-465.15,12.85,-7.81,-5.46,2.35
344300,-59.33,-462.37,12.28,-7.50,-5.58,1.91
344500,-59.56,-463.84,12.61,-7.65,-5.51,2.14
344700,-59.92,-466.23,13.13,-7.91,-5.39,2.52
344900,-59.99,-466.38,13.56,-7.77,-5.03,2.75
345100,-60.03,-466.46,13.78,-7.71,-4.84,2.86
345300,-59.79,-464.47,13.85,-7.30,-4.48,2.81
345500,-59.42,-461.82,13.51,-6.92,-4.41,2.51
345700,-58.76,-457.16,12.92,-6.26,-4.27,1.99
345900,-59.38,-461.79,13.23,-7.03,-4.70,2.33
346100,-59.64,-463.78,13.35,-7.37,-4.90,2.47
346300,-59.92,-466.05,13.31,-7.82,-5.30,2.53
346500,-59.69,-464.07,13.44,-7.39,-4.88,2.51
346700,-59.38,-461.42,13.62,-6.82,-4.32,2.49
346900,-59.69,-463.35,14.16,-6.98,-4.13,2.86
347100,-59.69,-463.24,14.27,-6.92,-4.01,2.90
347300,-59.27,-460.04,14.12,-6.36,-3.68,2.69
347500,-59.35,-460.79,13.97,-6.57,-3.94,2.63
347700,-59.41,-461.44,13.84,-6.74,-4.17,2.57
347900,-58.86,-457.27,13.63,-6.02,-3.74,2.29
348100,-58.85,-457.18,13.65,-6.00,-3.71,2.29
348300,-58.96,-457.93,13.75,-6.11,-3.74,2.37
348500,-59.33,-461.23,13.40,-6.88,-4.58,2.30
348700,-59.50,-462.73,13.27,-7.22,-4.94,2.28
348900,-59.30,-460.39,14.01,-6.48,-3.89,2.59
349100,-59.06,-458.85,13.65,-6.33,-3.99,2.33
349300,-58.75,-456.82,13.18,-6.12,-4.13,1.99
349500,-58.91,-458.06,13.24,-6.34,-4.27,2.07
349700,-59.03,-458.85,13.36,-6.44,-4.28,2.16
349900,-59.37,-461.10,13.86,-6.68,-4.17,2.51
350100,-59.12,-459.02,13.96,-6.25,-3.77,2.48
350300,-58.93,-457.41,14.03,-5.91,-3.46,2.45
350500,-57.88,-449.81,13.23,-4.76,-3.06,1.70
350700,-58.05,-450.98,13.38,-4.93,-3.11,1.82
350900,-58.42,-453.64,13.72,-5.31,-3.21,2.10
351100,-58.22,-452.40,13.40,-5.20,-3.33,1.86
351300,-58.19,-452.22,13.27,-5.21,-3.44,1.78
351500,-58.26,-452.96,13.12,-5.42,-3.71,1.71
351700,-58.36,-453.89,13.01,-5.65,-3.98,1.67
351900,-58.44,-454.60,12.92,-5.82,-4.19,1.64
352100,-58.58,-455.27,13.38,-5.77,-3.87,1.90
352300,-58.56,-455.10,13.34,-5.76,-3.89,1.87
352500,-58.48,-454.64,13.20,-5.72,-3.96,1.77
352700,-58.58,-455.32,13.29,-5.82,-3.98,1.84
352900,-58.62,-455.63,13.34,-5.87,-3.99,1.87
353100,-58.64,-455.68,13.44,-5.83,-3.91,1.93
353300,-58.80,-456.93,13.48,-6.06,-4.07,2.00
353500,-59.03,-458.70,13.54,-6.38,-4.29,2.09
353700,-58.86,-457.58,13.31,-6.25,-4.33,1.92
353900,-58.79,-457.04,13.31,-6.15,-4.25,1.90
354100,-58.69,-455.77,13.75,-5.73,-3.64,2.09
354300,-58.66,-455.73,13.54,-5.81,-3.83,1.98
354500,-58.63,-455.70,13.34,-5.88,-4.01,1.87
354700,-58.92,-458.06,13.28,-6.36,-4.43,1.93
354900,-58.94,-458.18,13.31,-6.37,-4.42,1.95
355100,-58.85,-457.37,13.43,-6.16,-4.18,1.99
355300,-58.89,-457.82,13.29,-6.30,-4.37,1.93
355500,-58.92,-458.18,13.18,-6.42,-4.53,1.89
355700,-59.34,-461.55,13.16,-7.07,-5.06,2.02
355900,-59.44,-462.35,13.17,-7.23,-5.17,2.05
356100,-59.61,-463.68,13.20,-7.47,-5.35,2.12
356300,-59.20,-460.46,13.15,-6.87,-4.90,1.97
356500,-58.79,-457.23,13.09,-6.27,-4.46,1.81
356700,-59.18,-460.77,12.65,-7.13,-5.43,1.70
356900,-59.30,-461.85,12.56,-7.37,-5.69,1.68
357100,-59.51,-463.27,12.81,-7.55,-5.67,1.88
357300,-59.46,-462.89,12.77,-7.49,-5.65,1.84
357500,-59.38,-462.32,12.72,-7.40,-5.61,1.79
357700,-59.37,-462.24,12.75,-7.37,-5.57,1.80
357900,-59.37,-462.20,12.76,-7.36,-5.56,1.80
358100,-59.57,-463.52,13.00,-7.52,-5.53,1.99
358300,-59.56,-463.49,12.97,-7.53,-5.56,1.97
358500,-59.52,-463.30,12.86,-7.54,-5.64,1.89
358700,-59.43,-462.22,13.18,-7.20,-5.18,2.02
358900,-59.34,-461.26,13.46,-6.91,-4.77,2.13
359100,-59.14,-460.27,12.84,-6.96,-5.21,1.75
359300,-59.14,-460.32,12.79,-6.99,-5.27,1.72
359500,-59.60,-463.03,13.77,-7.13,-4.77,2.36
359700,-59.40,-461.94,13.23,-7.14,-5.12,2.01
359900,-59.09,-460.31,12.41,-7.14,-5.65,1.49
360100,-59.13,-459.79,13.28,-6.70,-4.76,1.94
360300,-59.12,-459.32,13.61,-6.48,-4.38,2.10
360500,-58.20,-452.22,13.38,-5.20,-3.51,1.69
360700,-58.53,-455.16,13.12,-5.88,-4.22,1.66
360900,-59.15,-460.57,12.63,-7.11,-5.52,1.59
